doc_id,nppes_provider_city,nppes_provider_state,number_of_hcpcs,total_services,total_medicare_allowed_amt,number_of_drug_hcpcs,total_drug_services,total_drug_medicare_allowed_amt,number_of_med_hcpcs,total_med_services,total_med_medicare_allowed_amt,beneficiary_average_risk_score
PL0013631,BALTIMORE,MD,5,23,3104.33,0,0,0,5,23,3104.33,1.9257
BB8876287,RENTON,WA,19,11849,109395.72,3,11503,62975.35,16,346,46420.37,1.254
YH0338005,ST CLOUD,MN,30,677,67009.53,NA,NA,NA,NA,NA,NA,1.4173
IP8313177,MILWAUKEE,WI,18,411,24502.4,0,0,0,18,411,24502.4,1.5443
FG3042560,DANVILLE,IN,54,6892,126356.48,NA,NA,NA,NA,NA,NA,1.5895
SD1138565,PHILADELPHIA,PA,32,23644,258783.79,3,22711,130524.75,29,933,128259.04,1.4876
LD7433584,ABILENE,TX,43,2868,204870.54,2,1055,5633.7,41,1813,199236.84,1.9198
ZB6976996,OCEANSIDE,CA,53,3545,136825.75,NA,NA,NA,NA,NA,NA,1.6362
MI5180797,STRATFORD,NJ,21,11548,168554.05,2,10650,59138.4,19,898,109415.65,1.3842
TP9583109,PHILADELPHIA,PA,25,1127,105461.93,0,0,0,25,1127,105461.93,2.2785
FH5140271,DALLAS,TX,26,980,111070.62,0,0,0,26,980,111070.62,2.3115
ST3494034,EDISON,NJ,35,704,73734.94,0,0,0,35,704,73734.94,1.7774
MS4243898,WASHINGTON,PA,20,1179,41054.09,NA,NA,NA,NA,NA,NA,2.1256
XE7422298,CHICAGO HEIGHTS,IL,27,459,41321.04,0,0,0,27,459,41321.04,1.9834
WT3692896,RAPID CITY,SD,28,9886,143998.3,1,9200,50717.2,27,686,93281.1,1.3095
PC1459407,CHICAGO,IL,19,532,66124.5,0,0,0,19,532,66124.5,2.5334
GF6520180,BOSTON,MA,5,154,17292.76,0,0,0,5,154,17292.76,1.3555
QY5549210,GLEN COVE,NY,16,1573,168109.92,NA,NA,NA,NA,NA,NA,1.7472
TN2135586,SPRINGFIELD,IL,12,189,18138.26,0,0,0,12,189,18138.26,1.8491
WH0306219,DETROIT,MI,17,152,12919.23,0,0,0,17,152,12919.23,2.3674
VI0592444,ROCHESTER,MN,13,67,7159.54,0,0,0,13,67,7159.54,1.3271
BA9245339,NEW YORK,NY,16,2290,26310.74,1,2200,12232,15,90,14078.74,1.4549
KZ2262233,CHATTANOOGA,TN,27,1000,64358.41,NA,NA,NA,NA,NA,NA,1.2258
ZA0762948,WINSTON SALEM,NC,29,696,50056.37,0,0,0,29,696,50056.37,1.456
RU7126658,NEW HYDE PARK,NY,50,4348,479269.81,2,395,779.79,48,3953,478490.02,2.1875
DV7841400,LEXINGTON,KY,25,294,23664.72,0,0,0,25,294,23664.72,1.7863
CO7082499,CINCINNATI,OH,15,177,29402.54,0,0,0,15,177,29402.54,1.685
IV9803053,GREEN BAY,WI,56,904,81759.17,0,0,0,56,904,81759.17,1.3396
XX6003359,NEWARK,DE,15,616,57869.65,0,0,0,15,616,57869.65,1.7669
XW9980599,FARGO,ND,59,1147,120458.55,0,0,0,59,1147,120458.55,1.4136
CO1991671,PORTLAND,OR,25,321,50585.18,0,0,0,25,321,50585.18,1.3532
NM6388672,LOUISVILLE,KY,28,879,90301.84,0,0,0,28,879,90301.84,1.5915
IE2195628,CHICAGO,IL,13,495,90976.18,0,0,0,13,495,90976.18,2.4873
CA8953703,ATLANTA,GA,10,489,63819.28,0,0,0,10,489,63819.28,2.2412
VI5159896,MERIDIAN,ID,23,281,26203.23,0,0,0,23,281,26203.23,1.1866
JL8850466,MILWAUKEE,WI,35,5330,243955.9,NA,NA,NA,NA,NA,NA,1.4718
UU8777447,OMAHA,NE,35,523,43389.69,0,0,0,35,523,43389.69,1.6752
RW2662680,JEFFERSON CITY,MO,40,1611,83848.5,NA,NA,NA,NA,NA,NA,1.6717
LB1576571,MECHANICSVILLE,VA,30,1855,138956.28,NA,NA,NA,NA,NA,NA,1.6007
PY5832266,LEBANON,IN,51,1385,104903.45,3,239,2018.6,48,1146,102884.85,1.4647
NH9292823,IOWA CITY,IA,23,701,64244.06,0,0,0,23,701,64244.06,1.2855
QF1626581,EXETER,NH,18,861,124072.68,0,0,0,18,861,124072.68,1.2387
SJ5681909,MILWAUKEE,WI,14,574,39642.17,0,0,0,14,574,39642.17,2.0635
YQ9378875,LAFAYETTE,LA,28,894,72863.17,NA,NA,NA,NA,NA,NA,1.3217
TG1933675,BURLINGTON,VT,18,339,36435.69,0,0,0,18,339,36435.69,1.3446
ZT9241392,LANDER,WY,59,2706,70862.12,5,1929,10597.17,54,777,60264.95,0.9702
IR9202388,SPRINGFIELD,MO,28,2614,178179.92,NA,NA,NA,NA,NA,NA,1.4827
RD1200114,DIXON,IL,46,2384,203614.6,0,0,0,46,2384,203614.6,1.3046
FU7005956,ELMHURST,NY,6,94,17350.14,0,0,0,6,94,17350.14,1.3674
SX3823868,RENO,NV,38,2130,241557.09,0,0,0,38,2130,241557.09,1.3731
WE0862583,TAMARAC,FL,32,9725,232115.02,1,8200,45166.3,31,1525,186948.72,1.6719
MU5857318,SAN FRANCISCO,CA,18,488,61238.72,0,0,0,18,488,61238.72,1.3182
SD8202545,NEW YORK,NY,23,735,103057.15,0,0,0,23,735,103057.15,1.2894
XJ8518131,AUSTIN,TX,2,15,1302.84,0,0,0,2,15,1302.84,0.5179
ES9423168,TUCSON,AZ,18,781,70135.99,0,0,0,18,781,70135.99,1.4702
RO3993078,MEMPHIS,TN,33,31579,277557.44,4,30522,158873.31,29,1057,118684.13,1.2509
QR8509434,"HOT SPRINGS,",AR,29,2352,174566.7,0,0,0,29,2352,174566.7,1.4959
EE2283093,SACRAMENTO,CA,17,1314,150350.77,0,0,0,17,1314,150350.77,1.1525
UU0531043,STATEN ISLAND,NY,49,2300,177024.29,NA,NA,NA,NA,NA,NA,2.2278
UL2925136,LARGO,FL,34,1426,183286.69,4,25,59.79,30,1401,183226.9,1.6166
XH6831266,PORT HURON,MI,21,301,27361.12,NA,NA,NA,NA,NA,NA,1.7319
VD2573686,ELIZABETH,NJ,28,719,89098.51,NA,NA,NA,NA,NA,NA,2.2483
OB3632643,NEW YORK,NY,3,52,5878.62,0,0,0,3,52,5878.62,2.4726
SC0948314,MAYAGUEZ,PR,4,229,30778.46,0,0,0,4,229,30778.46,2.9352
TJ0745407,DOWNEY,CA,23,5357,538902.35,0,0,0,23,5357,538902.35,2.5381
WS9641894,ROSEVILLE,CA,18,1531,192889.48,0,0,0,18,1531,192889.48,1.2185
YY0246512,WINCHESTER,VA,68,16228,410359.45,4,13305,148927.04,64,2923,261432.41,1.3199
BH7136695,WILDOMAR,CA,23,4932,167304.48,NA,NA,NA,NA,NA,NA,1.7955
SZ5261791,BEND,OR,88,6844,221471.85,3,4106,22586.66,85,2738,198885.19,1.2405
HN6845632,NEW YORK,NY,15,279,31814.4,0,0,0,15,279,31814.4,1.6086
DB7397888,BOSTON,MA,4,252,37408.46,0,0,0,4,252,37408.46,1.3161
VX6786643,TACOMA,WA,28,785,78437.99,2,31,98.81,26,754,78339.18,1.8855
JM8075003,ROSWELL,GA,79,7639,313347.07,3,3114,17303.63,76,4525,296043.44,1.386
PI3744663,INDIANAPOLIS,IN,45,4855,294204.4,2,2790,26124.54,43,2065,268079.86,1.6903
QS9660541,SAN ANTONIO,TX,22,1181,107528.53,NA,NA,NA,NA,NA,NA,1.156
FH2880704,PITTSBURGH,PA,27,610,80047.8,0,0,0,27,610,80047.8,2.4632
BV2569970,INDIANAPOLIS,IN,49,2735,84990.92,NA,NA,NA,NA,NA,NA,1.5274
FX9711914,INDIANAPOLIS,IN,25,1328,133020.1,0,0,0,25,1328,133020.1,3.1321
ZR2753896,PONCE,PR,5,96,8566.06,0,0,0,5,96,8566.06,1.1022
NB2312413,HAMILTON,NJ,21,330,41313.95,0,0,0,21,330,41313.95,1.6488
PY5401243,PORT JEFFERSON,NY,22,3348,291562.68,2,805,291.07,20,2543,291271.61,2.1597
HE8609092,NEW LENOX,IL,21,1726,197043.49,0,0,0,21,1726,197043.49,1.6755
RU2141927,MADISON HEIGHTS,VA,9,179,8086.78,0,0,0,9,179,8086.78,1.1296
HR5286038,NORWICH,CT,39,10455,262800.38,4,9685,135301.78,35,770,127498.6,1.3793
XG3490683,NASHUA,NH,31,2524,173245.39,NA,NA,NA,NA,NA,NA,1.453
CI3270224,HONOLULU,HI,7,107,10559.35,0,0,0,7,107,10559.35,1.6191
OI4426655,CHARLESTON,SC,11,46,4808.95,0,0,0,11,46,4808.95,1.2103
IL0065081,ALBUQUERQUE,NM,24,252,25194.14,0,0,0,24,252,25194.14,1.7494
TK4017781,LOS ANGELES,CA,12,71,10760.9,0,0,0,12,71,10760.9,1.9913
XF4090421,ALBUQUERQUE,NM,19,417,59338.1,NA,NA,NA,NA,NA,NA,1.2563
UR9847493,CANTON,OH,54,4931,246798.85,9,2874,16022.75,45,2057,230776.1,1.4835
GS7657934,TEXARKANA,TX,53,5855,253475.67,7,3503,19008.65,46,2352,234467.02,1.538
UT8603437,ROSWELL,NM,21,1206,139476.83,0,0,0,21,1206,139476.83,1.5195
JE0037726,ROCHESTER,NY,12,272,27507.1,0,0,0,12,272,27507.1,1.4021
TX4776268,FOREST HILLS,NY,27,9361,242472.52,2,7700,32924.05,25,1661,209548.47,1.7244
JT4626185,DULUTH,MN,29,736,49563.91,NA,NA,NA,NA,NA,NA,1.3089
CR6419714,NEW YORK,NY,45,29348,1145341.04,10,19430,231677.62,35,9918,913663.42,1.3845
HP3070120,DULUTH,MN,20,149,10753.98,0,0,0,20,149,10753.98,1.5244
OB6339531,MADISON,WI,44,563,32917.98,NA,NA,NA,NA,NA,NA,1.7034
TP9385890,JACKSONVILLE,FL,32,1544,92463.13,0,0,0,32,1544,92463.13,1.2395
QC8627545,MINNEAPOLIS,MN,19,257,24819.24,0,0,0,19,257,24819.24,1.5121
LC4755332,PLANO,TX,28,1280,72846.11,NA,NA,NA,NA,NA,NA,1.3138
WT1032893,DELAND,FL,38,1683,159079.9,NA,NA,NA,NA,NA,NA,1.6289
FU7186895,NEW YORK,NY,16,210,32803.56,0,0,0,16,210,32803.56,1.4711
DC7658589,BALTIMORE,MD,12,219,28499.73,0,0,0,12,219,28499.73,1.1267
LS1909195,TOMS RIVER,NJ,25,1668,257119.94,0,0,0,25,1668,257119.94,1.7483
QP8528768,SACRAMENTO,CA,23,558,70390.67,NA,NA,NA,NA,NA,NA,1.3495
MV5947239,SCARBOROUGH,ME,12,99,17359.52,0,0,0,12,99,17359.52,1.4797
DW8967351,KIRKLAND,WA,6,129,13320.45,0,0,0,6,129,13320.45,1.3818
CH2447836,SALINAS,CA,20,3633,494734.94,NA,NA,NA,NA,NA,NA,1.1069
PZ5498744,BRONX,NY,6,451,8871.84,NA,NA,NA,NA,NA,NA,0.7185
WM1060805,ARCADIA,CA,3,134,11180.86,0,0,0,3,134,11180.86,1.5781
MB3413358,MAYWOOD,IL,15,851,119359.16,0,0,0,15,851,119359.16,1.6754
LA0894898,CAPE GIRARDEAU,MO,49,2739,165465.55,0,0,0,49,2739,165465.55,1.5172
TK1890943,ROANOKE,VA,18,525,65184.67,0,0,0,18,525,65184.67,1.8681
WV5173885,ANDERSON,IN,67,6831,240656.94,3,3857,20237.99,64,2974,220418.95,1.3747
FC3921412,SPRINGFIELD,OH,22,1150,99359.55,0,0,0,22,1150,99359.55,1.6329
VW2388064,CAROLINA,PR,6,294,37376.52,0,0,0,6,294,37376.52,1.194
PF6897785,PHOENIX,AZ,7,657,69864.29,0,0,0,7,657,69864.29,1.2776
SQ6850342,SMITHTOWN,NY,4,100,10123.65,0,0,0,4,100,10123.65,1.7428
NT4417256,NORWALK,CT,29,1345,171451.99,NA,NA,NA,NA,NA,NA,1.4315
HF6606610,LOS ANGELES,CA,12,500,14599.18,NA,NA,NA,NA,NA,NA,1.2834
JE4131897,AURORA,CO,19,370,64626.08,0,0,0,19,370,64626.08,1.9387
UM4046191,CHAPEL HILL,NC,5,27,2382.37,0,0,0,5,27,2382.37,1.8783
UP3629648,SAVANNAH,GA,73,3563,340146.35,7,492,2406.48,66,3071,337739.87,1.2254
WO4251070,BOSTON,MA,13,415,45294.97,0,0,0,13,415,45294.97,1.8145
BW2850035,MINNEAPOLIS,MN,30,330,79424.6,NA,NA,NA,NA,NA,NA,1.382
VF3573161,BALTIMORE,MD,33,650,40408.97,0,0,0,33,650,40408.97,1.7071
DH3784155,STEVENS POINT,WI,53,1422,73170,NA,NA,NA,NA,NA,NA,1.2126
EK8956980,NEW HAVEN,CT,5,369,84890.66,0,0,0,5,369,84890.66,1.6555
RO7362280,PALO ALTO,CA,15,362,42482.16,0,0,0,15,362,42482.16,1.946
RO3393539,EVANSTON,IL,14,699,68101.36,0,0,0,14,699,68101.36,1.5653
AC6091738,MIAMI,FL,10,179,22224.84,0,0,0,10,179,22224.84,1.3363
SG1031045,MANSFIELD CENTER,CT,2,63,5233.47,0,0,0,2,63,5233.47,2.3451
PX0463187,ANN ARBOR,MI,15,107,10766.76,0,0,0,15,107,10766.76,1.7095
LL5716886,NASHVILLE,TN,7,379,21518.82,0,0,0,7,379,21518.82,1.7177
BW0560615,NEW YORK,NY,7,104,13132.94,0,0,0,7,104,13132.94,1.1688
QM6292721,NASHVILLE,TN,19,576,50363.85,0,0,0,19,576,50363.85,1.4879
PW9343722,SEATTLE,WA,21,938,53608.62,0,0,0,21,938,53608.62,1.3922
WQ2519627,MILWAUKEE,WI,45,1707,49965.68,NA,NA,NA,NA,NA,NA,1.54
EG2709677,ORLANDO,FL,23,242,22108.76,0,0,0,23,242,22108.76,1.5123
WH5723211,ALBUQUERQUE,NM,6,83,4994.07,0,0,0,6,83,4994.07,2.1148
SD4962008,CONCORD,MA,16,425,58106.33,0,0,0,16,425,58106.33,1.5095
GY7874617,BOSTON,MA,37,787,90841.16,0,0,0,37,787,90841.16,1.3421
NG0047031,INGLEWOOD,CA,16,5270,562235.15,0,0,0,16,5270,562235.15,2.6333
WZ8959021,PEORIA,IL,9,473,45343.69,0,0,0,9,473,45343.69,1.3162
LK7906723,PHOENIX,AZ,37,671,65967.64,0,0,0,37,671,65967.64,1.4518
KR5931943,DALLAS,TX,7,141,27468.78,0,0,0,7,141,27468.78,2.8658
OX1508465,NORTHFIELD,IL,15,766,95601.13,0,0,0,15,766,95601.13,1.1252
BO0277240,SAN FRANCISCO,CA,20,533,85264.53,0,0,0,20,533,85264.53,2.3499
XT9432923,NEW YORK,NY,8,309,26546.12,0,0,0,8,309,26546.12,1.4162
ST9404998,OKLAHOMA CITY,OK,19,465,52941.32,0,0,0,19,465,52941.32,1.6776
GN7342097,JACKSONVILLE,FL,33,2003,192086.02,0,0,0,33,2003,192086.02,2.4376
CP5154088,PORTLAND,OR,19,88,9089.74,0,0,0,19,88,9089.74,1.7382
IX1875938,PALM SPRINGS,CA,11,86,13514.75,0,0,0,11,86,13514.75,2.0249
EM2903561,SUN VALLEY,CA,7,98,15873.18,0,0,0,7,98,15873.18,1.6018
ER8612081,GAINESVILLE,FL,18,975,140861.79,0,0,0,18,975,140861.79,2.0222
VE8049572,BALTIMORE,MD,12,433,56053.9,0,0,0,12,433,56053.9,2.4029
JT5396072,CHAPEL HILL,NC,18,154,20741.2,0,0,0,18,154,20741.2,1.9676
ZN9902238,NEWARK,NJ,12,158,20400.05,0,0,0,12,158,20400.05,2.3126
EK6824750,EAST MEADOW,NY,17,868,167851.51,0,0,0,17,868,167851.51,1.8088
VI3654802,NEW YORK,NY,22,704,86460.67,0,0,0,22,704,86460.67,2.0223
VQ7771753,NASHVILLE,TN,9,20,2104.95,0,0,0,9,20,2104.95,1.1326
WH0995846,METAIRIE,LA,13,260,38764.98,0,0,0,13,260,38764.98,1.1664
QI6304355,BOULDER,CO,24,375,47601.27,NA,NA,NA,NA,NA,NA,1.208
LR9201479,CHARLESTON,SC,20,721,60201.8,0,0,0,20,721,60201.8,1.388
WO0701476,MORGAN CITY,LA,42,4197,204632.87,2,2404,12915.19,40,1793,191717.68,1.5101
JA5577503,ARCADIA,CA,16,586,13549.36,NA,NA,NA,NA,NA,NA,1.588
JK8726589,BELLINGHAM,WA,28,290,25298.46,NA,NA,NA,NA,NA,NA,1.3021
HZ2221601,FLORENCE,SC,36,2255,209891.05,0,0,0,36,2255,209891.05,1.6104
QP9052645,EVERETT,WA,24,471,49579.34,0,0,0,24,471,49579.34,2.2742
ZV9126795,MIDDLETOWN,NY,63,2408,229220.67,4,147,272.42,59,2261,228948.25,1.5698
IZ0235237,BALTIMORE,MD,13,534,81689.59,0,0,0,13,534,81689.59,1.869
RK0712421,COLORADO SPRINGS,CO,21,1549,178706.6,0,0,0,21,1549,178706.6,1.3574
ZE1000797,MOUNTAIN VIEW,CA,21,407,54440.73,0,0,0,21,407,54440.73,1.4225
HB0512305,LEBANON,NH,32,5078,134376.98,NA,NA,NA,NA,NA,NA,1.7145
AW7483243,COLUMBUS,GA,20,440,44187.57,0,0,0,20,440,44187.57,2.2279
BW5093994,COOKEVILLE,TN,6,84,11365.54,0,0,0,6,84,11365.54,1.3297
JG7127108,SALEM,OH,61,8341,318852.5,6,5840,31369.29,55,2501,287483.21,1.6077
MZ3410862,SOUTH BEND,IN,10,146,26977.39,0,0,0,10,146,26977.39,1.7018
WV7067721,HARLINGEN,TX,40,680,167832.98,0,0,0,40,680,167832.98,1.9653
ZM9523593,ALBUQUERQUE,NM,21,254,24683.89,0,0,0,21,254,24683.89,1.8064
IS6031790,ENGLEWOOD,CO,9,284,43039.77,0,0,0,9,284,43039.77,1.2573
ZW5515774,AUGUSTA,ME,19,174,19218.06,0,0,0,19,174,19218.06,1.3846
IG1396742,ELKTON,MD,19,690,45410.37,NA,NA,NA,NA,NA,NA,1.7124
SI8601599,HOUSTON,TX,7,159,21196.93,0,0,0,7,159,21196.93,2.01
VV9356721,BANGOR,ME,13,485,48396.4,0,0,0,13,485,48396.4,1.9272
VP6949234,POMPANO BEACH,FL,7,473,57699.23,0,0,0,7,473,57699.23,1.2508
EH6386784,PROVIDENCE,RI,29,2203,272946.28,NA,NA,NA,NA,NA,NA,1.5421
SM4984019,WILSON,NC,60,1471,219055.17,NA,NA,NA,NA,NA,NA,1.184
QW4089160,HERSHEY,PA,13,206,18150.05,0,0,0,13,206,18150.05,1.4576
UJ8884781,WINFIELD,IL,49,22358,349381.81,4,20458,113094.9,45,1900,236286.91,1.2632
BS4436046,PEORIA,IL,34,3283,319606.9,0,0,0,34,3283,319606.9,1.54
UL2325105,KNOXVILLE,TN,25,2023,145794.7,0,0,0,25,2023,145794.7,1.6014
CJ5540877,SAN PABLO,CA,24,2589,124989.75,NA,NA,NA,NA,NA,NA,2.1147
NF9607989,BOUNTIFUL,UT,12,962,72241.43,0,0,0,12,962,72241.43,1.4263
CJ1635997,OKLAHOMA CITY,OK,48,8826,360392.26,3,6118,33292.09,45,2708,327100.17,1.6121
ON0371917,PHILADELPHIA,PA,21,472,50999,0,0,0,21,472,50999,2.1803
UU0651570,MEMPHIS,TN,27,870,39558.71,NA,NA,NA,NA,NA,NA,1.8937
VE6306040,DANVILLE,PA,19,257,19299.07,0,0,0,19,257,19299.07,1.1718
UA2563034,RICHMOND,VA,50,21230,226089.27,5,20341,129700.44,45,889,96388.83,1.4947
JJ2290126,LAFAYETTE,IN,30,1125,93404.92,NA,NA,NA,NA,NA,NA,1.3682
SU7709241,NEW YORK,NY,18,607,88828.47,0,0,0,18,607,88828.47,1.6579
UC5886577,OKLAHOMA CITY,OK,16,1635,195171.28,0,0,0,16,1635,195171.28,1.6198
VR1190901,SCOTTSDALE,AZ,29,179,16263.72,0,0,0,29,179,16263.72,1.1646
MU1130909,FORT WALTON BEACH,FL,15,1139,180622.46,0,0,0,15,1139,180622.46,1.1668
IK4423823,NORTHAMPTON,MA,26,2180,274576.81,0,0,0,26,2180,274576.81,1.3421
NX0140635,KANSAS CITY,MO,11,297,20075.09,0,0,0,11,297,20075.09,1.329
ZV0950394,SAINT LOUIS,MO,25,1795,149831.53,NA,NA,NA,NA,NA,NA,2.579
TT1246440,SANTA CRUZ,CA,36,8898,180733.62,3,7823,45924.23,33,1075,134809.39,1.1967
QM0176740,ROCHESTER,MN,24,326,77675.88,0,0,0,24,326,77675.88,1.2325
BW2214441,NEW HARTFORD,NY,24,1259,106775.26,1,73,156.51,23,1186,106618.75,1.5084
LD6933020,EVANSVILLE,IN,33,11228,236208.14,2,9700,53058.35,31,1528,183149.79,1.3725
QF6361461,GREENVILLE,SC,66,5763,423984.41,5,1932,10485.38,61,3831,413499.03,1.377
OX5895076,PLACERVILLE,CA,24,2584,393643.17,0,0,0,24,2584,393643.17,1.377
EF0374556,FORT MYERS,FL,47,10403,361405.96,2,8105,44473.7,45,2298,316932.26,1.5733
PH7109565,BLAINE,MN,44,5703,192327.37,14,5006,118387.63,30,697,73939.74,1.2436
XP2523929,MINNEAPOLIS,MN,41,3574,126181.35,15,3121,81300.37,26,453,44880.98,1.5341
EM5427784,NAPLES,FL,42,1266,149876.51,2,65,355.51,40,1201,149521,1.3271
QS7205896,POTTSVILLE,PA,23,700,83633.64,0,0,0,23,700,83633.64,1.3421
VL2085885,ALBANY,NY,14,628,70093.52,0,0,0,14,628,70093.52,1.5869
LN2855969,BERKELEY HEIGHTS,NJ,45,4215,134619.02,4,2771,14925.71,41,1444,119693.31,1.234
AD3516258,MORRISTOWN,NJ,21,1484,249663.05,0,0,0,21,1484,249663.05,1.581
IS6147908,NASHVILLE,TN,53,4451,248865.46,3,2026,10683.5,50,2425,238181.96,1.6936
LU1808519,ATHENS,AL,28,1582,158637.4,NA,NA,NA,NA,NA,NA,1.2132
HX3438627,PORTLAND,OR,22,605,30304.23,0,0,0,22,605,30304.23,1.2787
QV2736962,CANANDAIGUA,NY,27,3147,53041.1,NA,NA,NA,NA,NA,NA,1.427
PH4700019,CLIFTON SPRINGS,NY,28,802,88958.39,0,0,0,28,802,88958.39,1.4201
EA7903344,BURLINGTON,VT,31,717,81998.01,0,0,0,31,717,81998.01,1.5184
YI2547630,JUPITER,FL,47,11236,367781.79,7,8895,51895.04,40,2341,315886.75,1.4303
LZ4448920,SALT LAKE CITY,UT,14,160,21946.92,0,0,0,14,160,21946.92,1.1658
EB8476759,BLAINE,MN,52,4711,165144.08,16,4152,107789.19,36,559,57354.89,1.2005
ND4984836,PHILADELPHIA,PA,12,378,38707.83,0,0,0,12,378,38707.83,1.5372
QC0749061,LIVONIA,MI,22,487,47217.61,NA,NA,NA,NA,NA,NA,1.694
DG5793858,WILLOW GROVE,PA,21,3751,119339.34,NA,NA,NA,NA,NA,NA,1.4939
ES9975156,WINSTON SALEM,NC,34,388,29768.64,0,0,0,34,388,29768.64,1.7898
WH2347591,BIRMINGHAM,AL,64,34372,435458.63,11,31872,174695.82,53,2500,260762.81,1.2157
BS9716453,CHARLOTTE,NC,30,935,74838.62,0,0,0,30,935,74838.62,1.4982
SL3014049,DALLAS,TX,49,10688,494892.64,15,10102,448648.14,34,586,46244.5,1.3417
AG0042962,DETROIT,MI,8,89,14350.67,0,0,0,8,89,14350.67,2.5462
TF8334867,HICKORY,NC,34,1213,133261.05,0,0,0,34,1213,133261.05,1.48
WO8728081,LONG BEACH,CA,27,2302,238253.26,NA,NA,NA,NA,NA,NA,1.4976
QK2114489,NEW YORK,NY,25,612,93789.43,NA,NA,NA,NA,NA,NA,1.3543
XA1699837,STANFORD,CA,16,378,40792.42,0,0,0,16,378,40792.42,1.6533
YF9133180,ANNISTON,AL,5,368,35105.03,0,0,0,5,368,35105.03,1.0927
OP5264450,YORK,PA,23,5598,75024.88,4,5247,28679.83,19,351,46345.05,1.6203
DX7803530,BOSTON,MA,22,382,41314.16,0,0,0,22,382,41314.16,1.6156
JZ0103329,BRONX,NY,9,628,66919.33,0,0,0,9,628,66919.33,1.6606
LU7851198,GREENSBORO,NC,38,1445,169157.2,4,99,6023.47,34,1346,163133.73,1.4731
ZF8564073,BOSTON,MA,21,343,28297.36,0,0,0,21,343,28297.36,1.3755
KC9759115,NEW YORK,NY,7,107,13455.32,0,0,0,7,107,13455.32,1.6841
WN9698099,LAKELAND,FL,22,1477,181596.36,0,0,0,22,1477,181596.36,1.414
KY7233621,FREEPORT,IL,44,953,76473.33,1,230,405.96,43,723,76067.37,1.5787
UL9262965,WASHINGTON,DC,34,17309,168578.53,3,16725,94452.09,31,584,74126.44,1.2233
AO6262316,BETHPAGE,NY,21,977,194196.19,0,0,0,21,977,194196.19,1.5079
TD0072880,RICHMOND,IN,12,269,36938.51,NA,NA,NA,NA,NA,NA,1.534
KD3634815,POTTSVILLE,PA,37,3559,253848.71,2,429,1271.01,35,3130,252577.7,1.5908
KN3245672,PHILADELPHIA,PA,13,508,52705.36,0,0,0,13,508,52705.36,1.6705
HR1080445,NEW YORK,NY,12,84,9636.4,0,0,0,12,84,9636.4,2.0675
LI5957338,PHOENIX,AZ,29,1102,116476.31,0,0,0,29,1102,116476.31,1.2563
FK8474755,NEW HAVEN,CT,15,738,131544.14,0,0,0,15,738,131544.14,2.3942
CG0372670,JACKSONVILLE,FL,48,1942,166909.99,5,172,1728.25,43,1770,165181.74,1.4297
JP5421431,CARBONDALE,IL,30,3836,541678.47,NA,NA,NA,NA,NA,NA,1.4149
GK5478162,GLENVIEW,IL,3,223,27965.02,0,0,0,3,223,27965.02,1.5775
KI6624554,TOLEDO,OH,21,1175,82144.36,0,0,0,21,1175,82144.36,1.6014
QS6204309,TYLER,TX,16,536,65258.41,0,0,0,16,536,65258.41,1.4577
HL8281567,NEW YORK,NY,13,245,37680.39,0,0,0,13,245,37680.39,1.5767
IR9336404,SHEFFIELD VILLAGE,OH,40,1594,188475.13,1,23,3.24,39,1571,188471.89,1.4382
RP5711219,TUPELO,MS,47,24348,339180.33,5,22557,121714.92,42,1791,217465.41,1.4961
ZE7612817,ALBANY,NY,32,31505,287769.52,4,30640,202822.43,28,865,84947.09,1.5081
LZ8500236,LEWISTON,ID,15,458,24338.01,0,0,0,15,458,24338.01,1.2214
CG9055543,ALBANY,NY,71,10641,577967.8,21,9341,524506.01,50,1300,53461.79,1.4599
PJ1933572,MANSFIELD,OH,31,1628,148794.11,0,0,0,31,1628,148794.11,1.6003
FS7047520,CHICAGO,IL,32,707,102205.37,0,0,0,32,707,102205.37,1.7292
MB3330217,SYRACUSE,NY,33,1488,219512.14,0,0,0,33,1488,219512.14,1.7656
JL5045010,PHILADELPHIA,PA,45,10182,340361.27,15,8863,253582.72,30,1319,86778.55,1.284
II6612884,ALBANY,NY,20,1142,92188.56,NA,NA,NA,NA,NA,NA,1.7049
UD8024755,DANBURY,CT,51,1899,210924.4,0,0,0,51,1899,210924.4,1.485
KG7879814,NEW LONDON,CT,16,106,9904.68,0,0,0,16,106,9904.68,1.3535
XT6922919,FARMINGTON HILLS,MI,31,463,53744.53,0,0,0,31,463,53744.53,1.931
RL5634274,SALT LAKE CITY,UT,14,634,43773.57,NA,NA,NA,NA,NA,NA,1.0294
DD6303285,COMMACK,NY,10,1051,140907.4,0,0,0,10,1051,140907.4,1.807
CZ1239588,NAPLES,FL,59,7933,529023.97,6,3852,1728.55,53,4081,527295.42,1.3147
YU8632847,NAPLES,FL,55,28140,771065.98,5,23136,103641.61,50,5004,667424.37,1.1232
PI4203473,BROOKLYN,NY,42,55316,3809720.7,0,0,0,42,55316,3809720.7,1.8273
BI1239954,GREENBELT,MD,36,2247,192887.89,NA,NA,NA,NA,NA,NA,1.4688
PU4531561,LOGAN,UT,13,341,39315.07,NA,NA,NA,NA,NA,NA,1.0319
JC3942541,ELMHURST,NY,30,2391,241405.46,0,0,0,30,2391,241405.46,2.1387
